SpecificDate,Route,DeliveryDay,Store,City,MilesFromBoulder,ItemCode,Product,PredictedDemand,RecommendedDrop,CurrentDrop,SKUTier,RiskFlag,ShelfCap,ChangeFromCurrent
2026-03-24,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,9602,CO RO GF Super Seed,1.0,1,2,MODERATE,WATCH,4.0,-1
2025-12-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,9602,CO RO GF Super Seed ,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-24,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,2060,CO RO Honey Sweet,2.0,2,4,MODERATE,WATCH,5.0,-2
2025-12-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,2060,CO RO Honey Sweet   ,5.0,5,2,MODERATE,WATCH,5.0,3
2026-03-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,2100,CO RO Multigrain Oat,2.0,2,2,MODERATE,WATCH,5.0,0
2026-03-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,2120,CO RO Rocky Mt Sour,3.0,3,6,STRONG,OK,5.0,-3
2025-12-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,2120,CO RO Rocky Mt Sour ,2.0,2,0,STRONG,OK,5.0,2
2026-03-31,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,4120,CO RO THIN RM SOUR,3.0,1,2,STRONG,OK,4.0,-1
2025-12-30,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,4120,CO RO THIN RM SOUR  ,4.0,1,3,STRONG,OK,4.0,-2
2026-03-03,753,Monday,Safeway *SBT on`s #0841-S.Buck,Aurora,35,9531,GF BRIOCHE BURGER BZ,1.0,1,0,MODERATE,WATCH,4.0,1
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,9530,CO GF Briouche Loaf ,4.0,4,4,STRONG,OK,4.0,0
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2160,CO RO 100% Bread WW ,6.0,5,2,STRONG,OK,5.0,3
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2040,CO RO Country Morn  ,5.0,5,5,MODERATE,WATCH,5.0,0
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2352,CO RO Crckd Wht Sour,2.0,2,4,MODERATE,WATCH,5.0,-2
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,9500,CO RO GF HOME ORIGI ,5.0,4,4,STRONG,OK,4.0,0
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,9450,CO RO GF SOURDOUGH  ,8.0,4,4,STRONG,OK,4.0,0
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,9602,CO RO GF Super Seed ,2.0,2,4,MODERATE,WATCH,4.0,-2
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2060,CO RO Honey Sweet   ,4.0,4,0,STRONG,OK,5.0,4
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2100,CO RO Multigrain Oat,2.0,2,4,MODERATE,WATCH,5.0,-2
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,2120,CO RO Rocky Mt Sour ,8.0,5,12,STRONG,OK,5.0,-7
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,4120,CO RO THIN RM SOUR  ,12.0,4,10,STRONG,OK,4.0,-6
2025-12-29,753,Monday,Safeway *SBT  #2714-E. 14th,Denver,28,9531,GF BRIOCHE BURGER BZ,1.0,1,4,MODERATE,WATCH,4.0,-3
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9530,CO GF Briouche Loaf,5.0,4,7,STRONG,OK,4.0,-3
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2160,CO RO 100% Bread WW,5.0,5,2,STRONG,OK,5.0,3
2026-03-20,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2040,CO RO Country Morn,4.0,4,6,MODERATE,WATCH,5.0,-2
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2352,CO RO Crckd Wht Sour,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9500,CO RO GF HOME ORIGI,6.0,4,6,STRONG,OK,4.0,-2
2025-12-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9500,CO RO GF HOME ORIGI ,1.0,1,4,STRONG,OK,4.0,-3
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9450,CO RO GF SOURDOUGH,5.0,4,12,STRONG,OK,4.0,-8
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9602,CO RO GF Super Seed,4.0,4,8,MODERATE,WATCH,4.0,-4
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2060,CO RO Honey Sweet,5.0,5,5,MODERATE,WATCH,5.0,0
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2100,CO RO Multigrain Oat,5.0,5,8,MODERATE,WATCH,5.0,-3
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,2120,CO RO Rocky Mt Sour,18.0,5,20,STRONG,OK,5.0,-15
2026-03-24,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,4120,CO RO THIN RM SOUR,5.0,1,13,STRONG,OK,4.0,-12
2026-03-06,753,Monday,Safeway *SBT ons #3836-200 Que,Denver,28,9531,GF BRIOCHE BURGER BZ,3.0,3,0,MODERATE,WATCH,4.0,3
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,9530,CO GF Briouche Loaf,1.0,1,5,STRONG,OK,4.0,-4
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2160,CO RO 100% Bread WW,3.0,3,2,STRONG,OK,5.0,1
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2040,CO RO Country Morn,1.0,1,3,MODERATE,WATCH,5.0,-2
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2352,CO RO Crckd Wht Sour,2.0,2,0,MODERATE,WATCH,5.0,2
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,9500,CO RO GF HOME ORIGI,4.0,4,4,STRONG,OK,4.0,0
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,9450,CO RO GF SOURDOUGH,1.0,1,6,STRONG,OK,4.0,-5
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,9602,CO RO GF Super Seed,1.0,1,3,STRONG,OK,4.0,-2
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2026-03-23,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2100,CO RO Multigrain Oat,2.0,2,2,MODERATE,WATCH,5.0,0
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,2120,CO RO Rocky Mt Sour,7.0,5,0,STRONG,OK,5.0,5
2026-03-30,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,4120,CO RO THIN RM SOUR,3.0,1,8,STRONG,OK,4.0,-7
2026-03-02,753,Wednesday,Safeway *SBT #2714-E. 14th,Denver,28,9531,GF BRIOCHE BURGER BZ,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9530,CO GF Briouche Loaf,1.0,1,1,STRONG,OK,4.0,0
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9530,CO GF Briouche Loaf ,1.0,1,1,STRONG,OK,4.0,0
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2160,CO RO 100% Bread WW,2.0,2,2,STRONG,OK,5.0,0
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2160,CO RO 100% Bread WW ,1.0,1,2,STRONG,OK,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2040,CO RO Country Morn,2.0,2,2,MODERATE,WATCH,5.0,0
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2040,CO RO Country Morn  ,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9500,CO RO GF HOME ORIGI,2.0,2,1,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9500,CO RO GF HOME ORIGI ,2.0,2,1,STRONG,OK,4.0,1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9450,CO RO GF SOURDOUGH,1.0,1,2,STRONG,OK,4.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9602,CO RO GF Super Seed,5.0,4,1,STRONG,OK,4.0,3
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9602,CO RO GF Super Seed ,1.0,1,1,MODERATE,WATCH,4.0,0
2026-02-27,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2060,CO RO Honey Sweet,1.0,1,1,STRONG,OK,5.0,0
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2060,CO RO Honey Sweet   ,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2120,CO RO Rocky Mt Sour,6.0,5,4,STRONG,OK,5.0,1
2025-12-30,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,2120,CO RO Rocky Mt Sour ,3.0,3,2,STRONG,OK,5.0,1
2026-02-27,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,4110,CO RO THIN HON WHT,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-10,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,4120,CO RO THIN RM SOUR,1.0,1,2,STRONG,OK,4.0,-1
2026-02-17,754,Monday,Safeway *SBT #390-Idaho Spring,Idaho Springs,30,9531,GF BRIOCHE BURGER BZ,1.0,1,1,MODERATE,WATCH,4.0,0
2026-03-06,754,Monday,Safeway *SBT #631 Vail,Vail,30,9530,CO GF Briouche Loaf,1.0,1,0,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,9530,CO GF Briouche Loaf ,2.0,2,1,STRONG,OK,4.0,1
2026-03-10,754,Monday,Safeway *SBT #631 Vail,Vail,30,2160,CO RO 100% Bread WW,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,2160,CO RO 100% Bread WW ,1.0,1,2,STRONG,OK,5.0,-1
2026-02-27,754,Monday,Safeway *SBT #631 Vail,Vail,30,2040,CO RO Country Morn,1.0,1,1,MODERATE,WATCH,5.0,0
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,2040,CO RO Country Morn  ,3.0,3,2,MODERATE,WATCH,5.0,1
2026-03-10,754,Monday,Safeway *SBT #631 Vail,Vail,30,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-06,754,Monday,Safeway *SBT #631 Vail,Vail,30,9500,CO RO GF HOME ORIGI,1.0,1,0,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,9500,CO RO GF HOME ORIGI ,2.0,2,1,STRONG,OK,4.0,1
2026-03-06,754,Monday,Safeway *SBT #631 Vail,Vail,30,9450,CO RO GF SOURDOUGH,1.0,1,0,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,9450,CO RO GF SOURDOUGH  ,2.0,2,2,STRONG,OK,4.0,0
2026-03-06,754,Monday,Safeway *SBT #631 Vail,Vail,30,9602,CO RO GF Super Seed,1.0,1,0,MODERATE,WATCH,4.0,1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,9602,CO RO GF Super Seed ,2.0,2,2,MODERATE,WATCH,4.0,0
2026-03-10,754,Monday,Safeway *SBT #631 Vail,Vail,30,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,2060,CO RO Honey Sweet   ,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-06,754,Monday,Safeway *SBT #631 Vail,Vail,30,2100,CO RO Multigrain Oat,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-10,754,Monday,Safeway *SBT #631 Vail,Vail,30,2120,CO RO Rocky Mt Sour,4.0,4,4,STRONG,OK,5.0,0
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,2120,CO RO Rocky Mt Sour ,3.0,3,4,STRONG,OK,5.0,-1
2026-02-13,754,Monday,Safeway *SBT #631 Vail,Vail,30,4110,CO RO THIN HON WHT,1.0,1,1,MODERATE,WATCH,4.0,0
2025-12-30,754,Monday,Safeway *SBT #631 Vail,Vail,30,4110,CO RO THIN HON WHT  ,1.0,1,0,MODERATE,WATCH,4.0,1
2026-03-10,754,Monday,Safeway *SBT #631 Vail,Vail,30,4120,CO RO THIN RM SOUR,1.0,1,2,STRONG,OK,4.0,-1
2026-03-03,754,Monday,Safeway *SBT #631 Vail,Vail,30,9531,GF BRIOCHE BURGER BZ,2.0,2,1,MODERATE,WATCH,4.0,1
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9530,CO GF Briouche Loaf,2.0,2,1,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9530,CO GF Briouche Loaf ,1.0,1,4,STRONG,OK,4.0,-3
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2160,CO RO 100% Bread WW,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2160,CO RO 100% Bread WW ,1.0,1,2,STRONG,OK,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2040,CO RO Country Morn,1.0,1,2,MODERATE,WATCH,5.0,-1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2040,CO RO Country Morn  ,4.0,4,2,MODERATE,WATCH,5.0,2
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2352,CO RO Crckd Wht Sour,2.0,2,2,MODERATE,WATCH,5.0,0
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9500,CO RO GF HOME ORIGI,2.0,2,1,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9500,CO RO GF HOME ORIGI ,1.0,1,4,STRONG,OK,4.0,-3
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9450,CO RO GF SOURDOUGH,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9450,CO RO GF SOURDOUGH  ,4.0,4,4,STRONG,OK,4.0,0
2026-03-06,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9602,CO RO GF Super Seed,1.0,1,1,STRONG,OK,4.0,0
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9602,CO RO GF Super Seed ,2.0,2,4,STRONG,OK,4.0,-2
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2060,CO RO Honey Sweet   ,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-02-24,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2120,CO RO Rocky Mt Sour,5.0,5,4,STRONG,OK,5.0,1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,2120,CO RO Rocky Mt Sour ,9.0,5,2,STRONG,OK,5.0,3
2026-03-03,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,4110,CO RO THIN HON WHT,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-10,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,4120,CO RO THIN RM SOUR,3.0,1,2,STRONG,OK,4.0,-1
2025-12-30,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,4120,CO RO THIN RM SOUR  ,1.0,1,2,STRONG,OK,4.0,-1
2026-02-27,754,Monday,Safeway *SBT #836 Frisco,Frisco,30,9531,GF BRIOCHE BURGER BZ,1.0,1,0,MODERATE,WATCH,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,9530,CO GF Briouche Loaf ,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,2160,CO RO 100% Bread WW ,4.0,4,2,STRONG,OK,5.0,2
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,2352,CO RO Crckd Wht Sour,2.0,2,1,MODERATE,WATCH,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,9500,CO RO GF HOME ORIGI ,5.0,4,2,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,9450,CO RO GF SOURDOUGH  ,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,9602,CO RO GF Super Seed ,3.0,3,2,MODERATE,WATCH,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,2060,CO RO Honey Sweet   ,3.0,3,1,MODERATE,WATCH,5.0,2
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,2100,CO RO Multigrain Oat,1.0,1,0,MODERATE,WATCH,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,2120,CO RO Rocky Mt Sour ,8.0,5,4,STRONG,OK,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1975-Fountain,Fountain,75,4120,CO RO THIN RM SOUR  ,6.0,1,3,STRONG,OK,4.0,-2
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,9530,CO GF Briouche Loaf,2.0,2,0,STRONG,OK,4.0,2
2026-03-27,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2160,CO RO 100% Bread WW,3.0,3,0,STRONG,OK,5.0,3
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2040,CO RO Country Morn,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-24,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2352,CO RO Crckd Wht Sour,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,9500,CO RO GF HOME ORIGI,1.0,1,0,STRONG,OK,4.0,1
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,9450,CO RO GF SOURDOUGH,3.0,3,0,STRONG,OK,4.0,3
2026-03-17,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,9602,CO RO GF Super Seed,5.0,4,2,STRONG,OK,4.0,2
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2060,CO RO Honey Sweet,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-24,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2100,CO RO Multigrain Oat,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,2120,CO RO Rocky Mt Sour,5.0,5,0,STRONG,OK,5.0,5
2026-03-31,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,4120,CO RO THIN RM SOUR,3.0,1,0,STRONG,OK,4.0,1
2026-03-27,755,Monday,Safeway *SBT #1975-Fountain,Fountain,75,9531,GF BRIOCHE BURGER BZ,1.0,1,0,MODERATE,WATCH,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,9530,CO GF Briouche Loaf ,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,2160,CO RO 100% Bread WW ,1.0,1,1,STRONG,OK,5.0,0
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,2352,CO RO Crckd Wht Sour,2.0,2,0,MODERATE,WATCH,5.0,2
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,9602,CO RO GF Super Seed ,2.0,2,2,MODERATE,WATCH,4.0,0
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,2060,CO RO Honey Sweet   ,6.0,5,2,STRONG,OK,5.0,3
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,2100,CO RO Multigrain Oat,2.0,2,1,MODERATE,WATCH,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,6.0,5,4,STRONG,OK,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,4120,CO RO THIN RM SOUR  ,5.0,1,3,STRONG,OK,4.0,-2
2025-12-30,755,Monday,Safeway *SBT  #1286-W. Colorad,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,2.0,2,2,MODERATE,WATCH,4.0,0
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,9530,CO GF Briouche Loaf ,4.0,4,2,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2160,CO RO 100% Bread WW ,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2040,CO RO Country Morn  ,1.0,1,3,MODERATE,WATCH,5.0,-2
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2352,CO RO Crckd Wht Sour,2.0,2,2,MODERATE,WATCH,5.0,0
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,9502,CO RO GF HOME MULTI ,2.0,2,0,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,9602,CO RO GF Super Seed ,3.0,3,2,MODERATE,WATCH,4.0,1
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2060,CO RO Honey Sweet   ,1.0,1,3,MODERATE,WATCH,5.0,-2
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1466-CO Springs,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,5.0,5,4,STRONG,OK,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,9530,CO GF Briouche Loaf ,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,4.0,4,2,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,4.0,4,2,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,9602,CO RO GF Super Seed ,2.0,2,2,MODERATE,WATCH,4.0,0
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,2060,CO RO Honey Sweet   ,3.0,3,2,STRONG,OK,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,8.0,5,4,STRONG,OK,5.0,1
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,4120,CO RO THIN RM SOUR  ,4.0,1,3,STRONG,OK,4.0,-2
2025-12-30,755,Monday,Safeway *SBT  #1499-CO Springs,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,3.0,3,2,MODERATE,WATCH,4.0,1
2025-12-29,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,9530,CO GF Briouche Loaf ,1.0,1,1,STRONG,OK,4.0,0
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,2160,CO RO 100% Bread WW ,2.0,2,0,STRONG,OK,5.0,2
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,2040,CO RO Country Morn  ,2.0,2,0,MODERATE,WATCH,5.0,2
2025-12-24,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,1.0,1,0,STRONG,OK,4.0,1
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,1.0,1,0,STRONG,OK,4.0,1
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,2060,CO RO Honey Sweet   ,1.0,1,0,MODERATE,WATCH,5.0,1
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,2.0,2,0,STRONG,OK,5.0,2
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,4120,CO RO THIN RM SOUR  ,3.0,1,0,STRONG,OK,4.0,1
2025-12-31,755,Monday,Safeway *SBT  #2816-S. Nevada,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,1.0,1,0,MODERATE,WATCH,4.0,1
